Title,Location,Company,Salary,Sponsored,Description
Python Developer,"Mohali, Punjab",Anviam Solutions,0,Organic,"Greetings..!!!
We are looking for Python Developer with minimum 1 year of experience for our company
Required:
Strong inclination for first principles thinking and sound knowledge of statistics fundamentals is a must.
Intermediate-level knowledge of machine learning, AI, NLP, Deep-Learning algorithms.
Practical experience in using Python for performing data-analysis and building production-level code for processing pipeline is required.
Doing data analysis and presenting results in a clear and concise manner. Knowledge of Relational database (MySQL, SQL Server, Oracle) and NoSQL is required.
Exposure to Django or Hadoop/Spark or Elasticsearch/Neo4js is a big plus.
Experience in visualization tools such as Tableau and Power BI is a plus.
Deep knowledge of statistical concepts.
Location: Mohali.
job type: Full time.
Job Type: Full-time
Salary: ₹11,052.00 - ₹48,324.00 per month
Schedule:
Day shift
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Python Developer | NexusLink Services,"Ahmedabad, Gujarat",NexusLinkservices,0,Organic,"Greetings..!!!
We are looking for Python Developer with minimum 1 year of experience for our company
Required:
Strong inclination for first principles thinking and sound knowledge of statistics fundamentals is a must.
Intermediate-level knowledge of machine learning, AI, NLP, Deep-Learning algorithms.
Practical experience in using Python for performing data-analysis and building production-level code for processing pipeline is required.
Doing data analysis and presenting results in a clear and concise manner. Knowledge of Relational database (MySQL, SQL Server, Oracle) and NoSQL is required.
Exposure to Django or Hadoop/Spark or Elasticsearch/Neo4js is a big plus.
Experience in visualization tools such as Tableau and Power BI is a plus.
Deep knowledge of statistical concepts.
Location: Mohali.
job type: Full time.
Job Type: Full-time
Salary: ₹11,052.00 - ₹48,324.00 per month
Schedule:
Day shift
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Backend Developer | Python,"Bengaluru, Karnataka",FullThrottle Labs,"₹4,00,000 - ₹8,00,000 a year",Organic,"FullThrottle Labs is looking for a **Backend Engineer** who is passionate about Python/Django and building high quality and scalable products. We believe in ownership and are looking for people driven to continuously ship new, impactful features and capabilities for our users and partners. Seasoned ability to design, develop and test new functionality, whilst ensuring platform is always robust and scalable
Key Responsibilities:
Architecting and building highly-available and scalable architectures and backend for our next-gen products like Marketing Automation, Team Management Automation and Hiring Automation software.
Working with product and design to creatively solve complex problems.
Provide input and strategy for software architecture, testing, and deployment.
Pushing the team towards the best working practices in the Python and Django community.
Find and identify new opportunities to fine-tune and optimise our products.
Required Skills:
Solid Python and Django experience
HTML5, CSS3 and JS
Building and deploying API’s
Knowledge of the software development lifecycle and Software Architecture
Experience with testing tools and practices
Devops on AWS, GCP, DigitalOcean or Heroku etc
Familiar with basic security and infrastructure design Leadership Responsibility
You must be someone who loves taking responsibility & demonstrated past experience of having done that.
Lead team and lead technically and ensure the team is motivated to perform.
Acting as the technical guru of the team who can help the team resolve any kind of technical problems.
Must ensure various testing phases and software release management practise.
Proven experience of keeping track and being accountable for team performance management
Take accountability of ensuring 100% productivity levels of the team.
Looking forward to a perfectionist who is looking forward to an exciting startup experience
Bonus Optional Skills:
You’re familiar with Flask or Lambda and Serverless Python
You’re familiar with React, Angular or Vue.js
Experience with CI/CD.
Pre-requisites:
Graduation (must), Relevant work experience: 1 year+
MUST have excellent communication and written communication skills
Quick learner, adaptable to changing business needs
Multitasking skills
Benefits/Perks:
FullThrottle Labs offers an array of benefits including competitive salaries, industry-leading appraisals, equity options, free food and beverages and weekly team outings!
Job Type: Full-time
Salary: ₹400,000.00 - ₹800,000.00 per year
Experience:
Python/Django: 1 year (Required)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Python Developer,"Ahmedabad, Gujarat",Flair Aloft,"₹35,000 - ₹37,500 a month",Organic,"Job Opening: Python Developer
Minimum Experience: 2 – 4 Years
Joining Within: Immediate Joining/ 15-30 days
Requirements
· Solid experience as Python Developer, Experience with Python frameworks (e.g. Django, Flask, Bottle) QT knowledge is a plus
· Proven experience in software development, best code deployment practices, Linux
· Knowledge on Cloud Computing
· Understanding of databases and SQL
· Familiarity Big data and NLP will be a plus
· Experienced in Python API integration with DL/NLP libraries
· Experienced in Python mysql/MongoDB database connectivity
· Collaborate with UX/UI designers to implement design into the code
· Knowledge of JavaScript and the AngularJS framework is a plus
Responsibilities
· Help design and implement functional requirements
· Build efficient back-end features in Python
· Integrate front-end components into applications
· Producing detailed specifications and writing program code
· Manage testing and bug fixes
· Implement software enhancements and suggest improvements
Excellent analytical and problem solving skills
Job Type: Full-time
Pay: ₹35,000.00 - ₹37,500.00 per month
Schedule:
Monday to Friday
Experience:
work: 2 years (Required)
total work: 2 years (Required)
Python: 2 years (Required)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Python Developer,"Surat, Gujarat",Om Tec Web,0,Organic,"Job Opening: Python Developer
Minimum Experience: 2 – 4 Years
Joining Within: Immediate Joining/ 15-30 days
Requirements
· Solid experience as Python Developer, Experience with Python frameworks (e.g. Django, Flask, Bottle) QT knowledge is a plus
· Proven experience in software development, best code deployment practices, Linux
· Knowledge on Cloud Computing
· Understanding of databases and SQL
· Familiarity Big data and NLP will be a plus
· Experienced in Python API integration with DL/NLP libraries
· Experienced in Python mysql/MongoDB database connectivity
· Collaborate with UX/UI designers to implement design into the code
· Knowledge of JavaScript and the AngularJS framework is a plus
Responsibilities
· Help design and implement functional requirements
· Build efficient back-end features in Python
· Integrate front-end components into applications
· Producing detailed specifications and writing program code
· Manage testing and bug fixes
· Implement software enhancements and suggest improvements
Excellent analytical and problem solving skills
Job Type: Full-time
Pay: ₹35,000.00 - ₹37,500.00 per month
Schedule:
Monday to Friday
Experience:
work: 2 years (Required)
total work: 2 years (Required)
Python: 2 years (Required)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Programmer Associate - R/Python Language,"Mumbai, Maharashtra",Decimal Point Analytics,0,Organic,"Job Opening: Python Developer
Minimum Experience: 2 – 4 Years
Joining Within: Immediate Joining/ 15-30 days
Requirements
· Solid experience as Python Developer, Experience with Python frameworks (e.g. Django, Flask, Bottle) QT knowledge is a plus
· Proven experience in software development, best code deployment practices, Linux
· Knowledge on Cloud Computing
· Understanding of databases and SQL
· Familiarity Big data and NLP will be a plus
· Experienced in Python API integration with DL/NLP libraries
· Experienced in Python mysql/MongoDB database connectivity
· Collaborate with UX/UI designers to implement design into the code
· Knowledge of JavaScript and the AngularJS framework is a plus
Responsibilities
· Help design and implement functional requirements
· Build efficient back-end features in Python
· Integrate front-end components into applications
· Producing detailed specifications and writing program code
· Manage testing and bug fixes
· Implement software enhancements and suggest improvements
Excellent analytical and problem solving skills
Job Type: Full-time
Pay: ₹35,000.00 - ₹37,500.00 per month
Schedule:
Monday to Friday
Experience:
work: 2 years (Required)
total work: 2 years (Required)
Python: 2 years (Required)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Python/Odoo Developer,"Thiruvananthapuram, Kerala",Akira Software Solutions Pvt Ltd,0,Organic,"Job Opening: Python Developer
Minimum Experience: 2 – 4 Years
Joining Within: Immediate Joining/ 15-30 days
Requirements
· Solid experience as Python Developer, Experience with Python frameworks (e.g. Django, Flask, Bottle) QT knowledge is a plus
· Proven experience in software development, best code deployment practices, Linux
· Knowledge on Cloud Computing
· Understanding of databases and SQL
· Familiarity Big data and NLP will be a plus
· Experienced in Python API integration with DL/NLP libraries
· Experienced in Python mysql/MongoDB database connectivity
· Collaborate with UX/UI designers to implement design into the code
· Knowledge of JavaScript and the AngularJS framework is a plus
Responsibilities
· Help design and implement functional requirements
· Build efficient back-end features in Python
· Integrate front-end components into applications
· Producing detailed specifications and writing program code
· Manage testing and bug fixes
· Implement software enhancements and suggest improvements
Excellent analytical and problem solving skills
Job Type: Full-time
Pay: ₹35,000.00 - ₹37,500.00 per month
Schedule:
Monday to Friday
Experience:
work: 2 years (Required)
total work: 2 years (Required)
Python: 2 years (Required)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Python Developer,"Ernakulam, Kerala",Nutcracklab Technologies,0,Organic,"We are looking for an experienced Python Developer to join our team.
Django experience
Ability to manage a project individually from start to deployment
Quick at adopting new technologies, software etc.
Assist in decision-making
High availability and commitment to tasks assigned
Minimum industry experience of 3-4 years preferred
Availability in the daytime is a must
Experience in inventory management systems is a plus
Please mention web technologies that you are familiar with in the CV. This position is of contract basis for now with the opportunity of turning into a full-time permanent role depending on your work.
Application Deadline: 31/10/2020
Job Types: Full-time, Contract
Experience:
python: 2 years (Required)
Education:
Bachelor's (Required)
Location:
Ernakulam, Kerala (Preferred)
Shifts:
Morning (Required)
Work Remotely:
Yes"
Web Scraper (Python),"Ahmedabad, Gujarat",HorseTech Analytics,"₹10,000 - ₹15,000 a month",Organic,"Responsibilities:
l As a Python Developer, your role is to apply your knowledge set to fetch data from multiple online sources, cleanse it and build APIs on top of it.
l Develop a deep understanding of our vast data sources on the web and know exactly how, when, and which data to scrap, parse and store this data.
l Develop frameworks for automating and maintaining constant flow of data from multiple sources.
l Work independently with little supervision to research and test innovative solutions
Requirements:
l Strong coding experience in Python.
l Strong knowledge of scraping frameworks such as Python (Request, BeautifulSoup), WebHarvest and others.
l Previous experience with web crawling is a must
l Experience - 0-1 year
Job Type: Full-time
Salary: ₹10,000.00 - ₹15,000.00 per month"
Backend Developer,Remote,Sagacity Solutions,0,Organic,"We are looking for a qualified Back-end developer to join our IT team. If you’re interested in creating a user-friendly environment by writing code and moving forward in your career, then this job is for you.
This is Part time and Remote based Job.
Requirements
Proven work experience as a Back-end developer
In-depth understanding of the entire web development process (design, development and deployment)
Hands on experience with programming languages like Java, Ruby, PHP and Python
Working knowledge of CMS framework
Familiarity with front-end languages (e.g. HTML, JavaScript and CSS)
Excellent analytical and time management skills
Teamwork skills with a problem-solving attitude
BSc degree in Computer Science or relevant field
Kindly share your Resume to proceed further.
BR Priyanka
Expected Start Date: 20/10/2020
Job Type: Contract
Schedule:
Evening shift
Experience:
Programming: 2 years (Required)
total work: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Python developer,"Ahmedabad, Gujarat",Techcronus,0,Organic,"We are looking for a qualified Back-end developer to join our IT team. If you’re interested in creating a user-friendly environment by writing code and moving forward in your career, then this job is for you.
This is Part time and Remote based Job.
Requirements
Proven work experience as a Back-end developer
In-depth understanding of the entire web development process (design, development and deployment)
Hands on experience with programming languages like Java, Ruby, PHP and Python
Working knowledge of CMS framework
Familiarity with front-end languages (e.g. HTML, JavaScript and CSS)
Excellent analytical and time management skills
Teamwork skills with a problem-solving attitude
BSc degree in Computer Science or relevant field
Kindly share your Resume to proceed further.
BR Priyanka
Expected Start Date: 20/10/2020
Job Type: Contract
Schedule:
Evening shift
Experience:
Programming: 2 years (Required)
total work: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Python developer Fresher,"Chandigarh, Chandigarh",DataKund,"₹11,000 - ₹15,000 a month",Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Python developer Fresher,"Chandigarh, Chandigarh",DataKund,"₹11,000 - ₹15,000 a month",Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Odoo / Python Experienced Developer,"Ahmedabad, Gujarat",BizzAppDev,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Python Developer,"Ahmedabad, Gujarat",Sinform,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
ML/ Python Developer,"Panchkula, Haryana",Formbay,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Python developer,"Ahmedabad, Gujarat",AxisTechnoLab,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Python / Django Developer,"Kochi, Kerala",JagsMall.com,"₹20,000 - ₹35,000 a month",Organic,"Extensive experience with Django and Python
Experience building APIs using a microservice architecture
Experience building unit tests
Understanding of the DevOps culture
Bonus: Kafka (event-driven architecture)
Job Type: Full-time
Salary: ₹20,000.00 - ₹35,000.00 per month
Experience:
total work: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Python/Django Developer,"Surat, Gujarat",Blak Digital,0,Organic,"Extensive experience with Django and Python
Experience building APIs using a microservice architecture
Experience building unit tests
Understanding of the DevOps culture
Bonus: Kafka (event-driven architecture)
Job Type: Full-time
Salary: ₹20,000.00 - ₹35,000.00 per month
Experience:
total work: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Python Developer,"Bengaluru, Karnataka",Visionpix Technologies,"₹15,00,000 - ₹18,00,000 a year",Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
Developer- Python & Django,"Mahal, Andhra Pradesh",Drishti Tech,0,Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
PYTHON DEVELOPER - DJANGO/FLASK,"Bengaluru, Karnataka",SpanIdea Systems,0,Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
Python Developer,"Ahmedabad, Gujarat",SPRICS TECHNOLOGIES PRIVATE LIMITED,"₹10,000 a month",Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python Backend Developer,"Kochi, Kerala",UVJ Technologies,0,Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python/Django Developer,"Ahmedabad, Gujarat",POINTS INTERACTION,0,Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python/Django Developer,"Ahmedabad, Gujarat",DRC Systems,0,Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python Developer Intern,"Ahmedabad, Gujarat",SpectricsSolutions,0,Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python developer Fresher,"Chandigarh, Chandigarh",DataKund,"₹11,000 - ₹15,000 a month",Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Odoo / Python Experienced Developer,"Ahmedabad, Gujarat",BizzAppDev,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Python Developer,"Ahmedabad, Gujarat",Sinform,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
ML/ Python Developer,"Panchkula, Haryana",Formbay,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Python developer,"Ahmedabad, Gujarat",AxisTechnoLab,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Python / Django Developer,"Kochi, Kerala",JagsMall.com,"₹20,000 - ₹35,000 a month",Organic,"Extensive experience with Django and Python
Experience building APIs using a microservice architecture
Experience building unit tests
Understanding of the DevOps culture
Bonus: Kafka (event-driven architecture)
Job Type: Full-time
Salary: ₹20,000.00 - ₹35,000.00 per month
Experience:
total work: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Python/Django Developer,"Surat, Gujarat",Blak Digital,0,Organic,"Extensive experience with Django and Python
Experience building APIs using a microservice architecture
Experience building unit tests
Understanding of the DevOps culture
Bonus: Kafka (event-driven architecture)
Job Type: Full-time
Salary: ₹20,000.00 - ₹35,000.00 per month
Experience:
total work: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Python Developer,"Bengaluru, Karnataka",Visionpix Technologies,"₹15,00,000 - ₹18,00,000 a year",Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
Developer- Python & Django,"Mahal, Andhra Pradesh",Drishti Tech,0,Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
PYTHON DEVELOPER - DJANGO/FLASK,"Bengaluru, Karnataka",SpanIdea Systems,0,Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
Python Developer,"Ahmedabad, Gujarat",SPRICS TECHNOLOGIES PRIVATE LIMITED,"₹10,000 a month",Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python Backend Developer,"Kochi, Kerala",UVJ Technologies,0,Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python/Django Developer,"Ahmedabad, Gujarat",POINTS INTERACTION,0,Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python/Django Developer,"Ahmedabad, Gujarat",DRC Systems,0,Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python Developer Intern,"Ahmedabad, Gujarat",SpectricsSolutions,0,Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python developer Fresher,"Chandigarh, Chandigarh",DataKund,"₹11,000 - ₹15,000 a month",Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Odoo / Python Experienced Developer,"Ahmedabad, Gujarat",BizzAppDev,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Python Developer,"Ahmedabad, Gujarat",Sinform,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
ML/ Python Developer,"Panchkula, Haryana",Formbay,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Python developer,"Ahmedabad, Gujarat",AxisTechnoLab,0,Organic,"We are looking for python developer to build automation applications. Applicant should be well versed in python and have good logical skills
Job Type: Full-time
Salary: ₹11,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Preferred)
Language:
English (Preferred)
Work Remotely:
Yes"
Python / Django Developer,"Kochi, Kerala",JagsMall.com,"₹20,000 - ₹35,000 a month",Organic,"Extensive experience with Django and Python
Experience building APIs using a microservice architecture
Experience building unit tests
Understanding of the DevOps culture
Bonus: Kafka (event-driven architecture)
Job Type: Full-time
Salary: ₹20,000.00 - ₹35,000.00 per month
Experience:
total work: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Python/Django Developer,"Surat, Gujarat",Blak Digital,0,Organic,"Extensive experience with Django and Python
Experience building APIs using a microservice architecture
Experience building unit tests
Understanding of the DevOps culture
Bonus: Kafka (event-driven architecture)
Job Type: Full-time
Salary: ₹20,000.00 - ₹35,000.00 per month
Experience:
total work: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Python Developer,"Bengaluru, Karnataka",Visionpix Technologies,"₹15,00,000 - ₹18,00,000 a year",Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
Developer- Python & Django,"Mahal, Andhra Pradesh",Drishti Tech,0,Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
PYTHON DEVELOPER - DJANGO/FLASK,"Bengaluru, Karnataka",SpanIdea Systems,0,Organic,"Strong Python developer who can work independently & also technically mentoring and leading a small team
Primary Technical Skills Expectation:
Good python programming experience & object oriented concepts in PYTHON &
Experience in python frameworks

Should have excellent communicationskills"
Python Developer,"Ahmedabad, Gujarat",SPRICS TECHNOLOGIES PRIVATE LIMITED,"₹10,000 a month",Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python Backend Developer,"Kochi, Kerala",UVJ Technologies,0,Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
Python/Django Developer,"Ahmedabad, Gujarat",POINTS INTERACTION,0,Organic,"Strong coding skills in Python Programming.
Familiarity with current ERP features and functionalities.
ERP training, implementation, customization, development, and support.
Creating a Custom Application/module/Report using Python Programming.
API Integration with other Applications.
Knowledge of basic ERP modules.
Job Type: Full-time
Salary: From ₹10,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Ahmedabad, Gujarat (Required)
Work Remotely:
No"
